X,Y,FID,NAME,TELEPHONE,ADDRESS,ADDRESS2,CITY,STATE,ZIP,COUNTY,FIPS,DIRECTIONS,NAICSCODE,NAICSDESCR,GEOPREC,PHONELOC,AGENCIES,AGENCY_PH,UNIQUE_ID,NUM_AGENCY,LONGITUDE,LATITUDE,ZIP4
-9378241.3071,3566930.3492,200,HERMITAGE BUILDING,NOT AVAILABLE,1801 HERMITAGE BOULEVARD,NOT AVAILABLE,TALLAHASSEE,FL,32308,LEON,12073,LOCATED ON THE SOUTH SIDE OF HERMITAGE BOULEVARD 0.17 MILES WEST OF CAPITAL CIRCLE NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"STATE BOARD OF ADMINISTRATION; DIVISION OF BOND FINANCE",(850) 488-4406,10405338,2,-84.2461753,30.491848,7772
-11797936.7672,4253815.4959,201,WEST COMPLEX - DOCTOR TIMOTHY T FLEMING BUILDING,NOT AVAILABLE,2500 CERRILLOS ROAD,NOT AVAILABLE,SANTA FE,NM,87505,SANTA FE,35049,"LOCATED ON THE SE SIDE OF CERRILLOS ROAD, 0.12 MILES NE OF CAMINO CARLOS REY",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF HEALTH,(505) 476-2417,10404990,1,-105.9826689,35.6591048,3260
-8753951.8056,4271229.5839,202,REVENUE BUILDING,NOT AVAILABLE,501 NORTH WILMINGTON STREET,NOT AVAILABLE,RALEIGH,NC,27604,WAKE,37183,LOCATED ON THE WEST SIDE OF NORTH WILMINGTON STREET DIRECTLY ACROSS FROM POLK STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,NORTH CAROLINA DEPARTMENT OF REVENUE,(919) 733-7211,10405333,1,-78.6380867,35.7861053,8002
-8754133.8287,4270590.5375,203,LABOR BUILDING,NOT AVAILABLE,4 WEST EDENTON STREET,NOT AVAILABLE,RALEIGH,NC,27601,WAKE,37183,LOCATED ON THE NORTH SIDE OF WEST EDENTON STREET BETWEEN NORTH SALISBURY STREET AND NORTH WILMINGTON STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,NORTH CAROLINA DEPARTMENT OF LABOR,(919) 733-7166,10405329,1,-78.6397221,35.7814486,1020
-8754009.3573,4270311.0297,204,JUSTICE BUILDING,NOT AVAILABLE,2 EAST MORGAN STREET,NOT AVAILABLE,RALEIGH,NC,27601,WAKE,37183,LOCATED ON THE SOUTH SIDE OF MORGAN STREET BETWEEN SOUTH WILMINGTON STREET AND FAYETTEVILLE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,NORTH CAROLINA SUPREME COURT,(919) 831-5700,10406768,1,-78.6386037,35.7794116,1428
-8754103.6533,4271247.1594,205,DOBBS BUILDING,NOT AVAILABLE,430 NORTH SALISBURY STREET,NOT AVAILABLE,RALEIGH,NC,27603,WAKE,37183,LOCATED ON THE EAST SIDE OF SALISBURY STREET 0.15 MILES SOUTH OF PEACE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,NORTH CAROLINA DEPARTMENT OF INSURANCE,(919) 807-6750,10406686,1,-78.6394511,35.7862333,5926
-13522845.2986,4659821.4489,206,CALIFORNIA CONSERVATION CORPS,(916) 341-3100,1719 24TH STREET,NOT AVAILABLE,SACRAMENTO,CA,95816,SACRAMENTO,06067,LOCATED ON THE SE SIDE OF 24TH STREET 0.04 MILES NE OF R STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,CALIFORNIA CONSERVATION CORPORATION,NOT AVAILABLE,10406802,1,-121.477709,38.566666,7114
-13523040.7766,4658326.9161,207,CALIFORNIA HIGHWAY PATROL VALLEY DIVISION BUILDING,(916) 657-7261,2555 1ST AVENUE,NOT AVAILABLE,SACRAMENTO,CA,95818,SACRAMENTO,06067,"FROM THE INTERSECTION OF 25TH STREET AND 1ST AVENUE, GO 0.07 MILES SE ON 1ST AVENUEBUILDING IS LOCATED ON THE NE SIDE AT DEAD END OF ROAD",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,CALIFORNIA DEPARTMENT OF STATE HIGHWAY PATROL,NOT AVAILABLE,10405513,1,-121.4795426,38.5563962,2608
-13333943.798,4401956.3947,208,COURT OF APPEAL FIFTH APPELLATE DISTRICT,(559) 445-5491,2424 VENTURA STREET,NOT AVAILABLE,FRESNO,CA,93721,FRESNO,06019,LOCATED ON THE SE SIDE OF VENTURA STREET BETWEEN N STREET AND O STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,FIFTH DISTRICT COURT OF APPEALS,NOT AVAILABLE,10407552,1,-119.7808549,36.7330062,3004
-8571054.5463,4700754.9773,209,UNIFIED COMMUNICATIONS CENTER,(202) 727-1000,2720 MARTIN LUTHER KING JUNIOR AVENUE SE,NOT AVAILABLE,WASHINGTON,DC,20032,DISTRICT OF COLUMBIA,11001,"LOCATED ON THE EAST SIDE OF MARTIN LUTHER KING JUNIOR AVENUE SE, 0.06 MILES SOUTH OF CEDAR DRIVE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,OFFICE OF UNIFIED COMMUNICATIONS,(202) 727-1000,10407322,1,-76.995093,38.853826,N/A
-13331336.6907,4737867.5787,210,STEWART FACILITY,NOT AVAILABLE,107 JACOBSEN WAY,NOT AVAILABLE,CARSON CITY,NV,89701,CARSON CITY (CITY),32510,LOCATED ON THE SE SIDE OF JACOBSEN WAY.02 MILES SW OF DORM DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,PUBLIC SAFETY,(775) 684-7470,10404551,1,-119.7574348,39.1129776,N/A
-13332555.3164,4748364.1946,211,NYE LANE BUILDING #2,NOT AVAILABLE,333 WEST NYE LANE,NOT AVAILABLE,CARSON CITY,NV,89706,CARSON CITY (CITY),32510,ON THE SOUTH SIDE OF THE INTERSECTION OF WEST NYE LANE AND IMPERIAL WAY,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,CONSERVATION AND NATURAL RESOURCES,(775) 687-9350,10404561,1,-119.7683823,39.1861015,3802
-13329546.5601,4743361.5639,212,"LAWRENCE E ""JAKE"" JACOBSON BUILDING",NOT AVAILABLE,2460 FAIRVIEW DRIVE,NOT AVAILABLE,CARSON CITY,NV,89701,CARSON CITY (CITY),32510,ON THE NW SIDE OF THE INTERSECTION OF SOUTH EDMONDS DRIVE AND FAIRVIEW DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"PUBLIC EMPLOYEES RETIREMENT SYSTEM; MILITARY, OFFICE OF THE",NOT AVAILABLE,10404560,2,-119.7413545,39.1512606,6807
-12814418.2979,4320565.5498,213,BRADLEY BUILDING,NOT AVAILABLE,2501 EAST SAHARA AVENUE,NOT AVAILABLE,LAS VEGAS,NV,89104,CLARK,32003,LOCATED ON THE NE CORNER OF ATLANTIC STREET AND EAST SAHARA AVENUE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,BUSINESS AND INDUSTRY,(702) 486-4009,10404572,1,-115.1138781,36.1448112,4137
-11795042.4612,4255642.0987,214,SOUTH COMPLEX - JOHN F SIMMS JUNIOR BUILDING,NOT AVAILABLE,715 ALTA VISTA STREET,NOT AVAILABLE,SANTA FE,NM,87505,SANTA FE,35049,"LOCATED ON THE NE SIDE OF ALTA VISTA STREET, 0.10 MILES NW OF SOUTH SAINT FRANCIS DRIVE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"GENERAL SERVICES DEPARTMENT; DEPARTMENT OF INFORMATION TECHNOLOGY",(505) 827-2121,10405000,2,-105.9566692,35.6724351,4108
-9800568.0935,3593491.1393,215,INTERNATIONAL TRADE CENTER,NOT AVAILABLE,250 NORTH WATER STREET,NOT AVAILABLE,MOBILE,AL,36602,MOBILE,01097,"NE SIDE OF NORTH WATER STREET, 0.08 MILES SE OF CONGRESS STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,STATE DOCKS DEPARTMENT,(251) 441-7203,10405411,1,-88.0400012,30.6972325,4000
-9606587.6548,3813082.6059,216,GORDON PERSONS BUILDING,NOT AVAILABLE,50 NORTH RIPLEY STREET,NOT AVAILABLE,MONTGOMERY,AL,36104,MONTGOMERY,01101,"LOCATED ON THE EAST SIDE OF NORTH RIPLEY STREET, BETWEEN MONROE STREET AND MCDOWELL LEE LANE, DIRECTLY ACROSS FROM KING STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"EDUCATION, DEPARTMENT OF; HUMAN RESOURCES, DEPARTMENT OF; REVENUE DEPARTMENT",(334) 242-1170,10405425,3,-86.2974448,32.3783849,N/A
-9607093.4902,3813088.9255,217,LURLEEN B WALLACE BUILDING,NOT AVAILABLE,501 DEXTER AVENUE,NOT AVAILABLE,MONTGOMERY,AL,36104,MONTGOMERY,01101,LOCATED ON THE NORTH SIDE OF DEXTER AVENUE BETWEEN NORTH BAINBRIDGE STREET AND NORTH DECATUR STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"MEDICAID AGENCY, CAREER/TECHNICAL EDUCATION",(334) 242-5010,10405427,1,-86.3019886,32.378433,3744
-9246405.4227,4863378.716,218,DEPARTMENT OF INSURANCE,(614) 644-2658,2100 STELLA COURT,NOT AVAILABLE,COLUMBUS,OH,43215,FRANKLIN,39049,FROM THE INTERSECTION OF DUBLIN ROAD AND STELLA COURT TRAVEL EAST ON STELLA COURT 0.08 MILES AT THE VERY EAST END OF STELLA COURT,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF INSURANCE,(614) 644-2658,10405224,1,-83.061873,39.9823564,1030
-10232055.5628,3866147.3923,219,LOUISIANA STATE OFFICE BUILDING,NOT AVAILABLE,209 WEST CYPRESS AVENUE,NOT AVAILABLE,BASTROP,LA,71220,MOREHOUSE,22067,SOUTH SIDE OF WEST CYPRESS AVENUE BETWEEN NORTH LOCUST STREET AND NORTH VINE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,NOT AVAILABLE,NOT AVAILABLE,10404864,NOT AVAILABLE,-91.916119,32.780064,3716
-10243292.7243,3532783.2765,220,LAFAYETTE STATE OFFICE BUILDING,NOT AVAILABLE,302 JEFFERSON STREET,NOT AVAILABLE,LAFAYETTE,LA,70501,LAFAYETTE,22055,LOCATED ON THE NORTH SIDE OF JEFFERSON STREET 0.04 MILES EAST OF WEST GARFIELD STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,NOT AVAILABLE,NOT AVAILABLE,10404895,NOT AVAILABLE,-92.0170639,30.2271643,7064
-8322874.9949,4897680.2942,221,CAPITOL PLACE ONE,NOT AVAILABLE,222 SOUTH WARREN STREET,NOT AVAILABLE,TRENTON,NJ,08608,MERCER,34021,SE CORNER OF NEW WARREN STREET AND EAST LAFAYETTE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF CHILDREN AND FAMILIES; DEPARTMENT OF HUMAN SERVICES",(609) 984-4500,10405232,2,-74.7656581,40.2180556,2306
-7213483.7523,2003341.2657,222,NOT AVAILABLE,NOT AVAILABLE,10A 18 VICORP LAND ESTATE,ESTATE BETHLEHEM,FREDERIKSTED,VI,00840,ST CROIX,78010,NOT AVAILABLE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",BLOCKFACE,N/A,NATIONAL GUARD,(340) 777-7202,10405054,1,-64.7998267,17.7075097,N/A
-13681112.3273,5949073.4511,223,OLD CAPITOL BUILDING,NOT AVAILABLE,600 SOUTH WASHINGTON STREET SE,NOT AVAILABLE,OLYMPIA,WA,98501,THURSTON,53067,"LOCATED ON THE EAST SIDE OF WASHINGTON STREET SE, BETWEEN 7TH AVENUE SE AND LEGION WAY SE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF EDUCATION; BOARD OF SECONDARY EDUCATION",(360) 725-6000,10410134,2,-122.8995232,47.042865,1359
-13681073.493,5948103.5089,224,HIGHWAYS LICENSES BUILDING,NOT AVAILABLE,1125 WASHINGTON STREET SE,NOT AVAILABLE,OLYMPIA,WA,98501,THURSTON,53067,"LOCATED ON THE EAST SIDE OF WASHINGTON STREET SE, APPROXIMATELY 0.07 MILES SOUTH OF 11TH AVENUE SE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"ATTORNEY GENERALS OFFICE;  DEPARTMENT OF LICENSING",NOT AVAILABLE,10410133,2,-122.899174,47.0369269,2283
-11793294.8413,4257284.6985,225,CENTRAL COMPLEX - JERRY APODACA EDUCATION BUILDING,NOT AVAILABLE,300 DON GASPAR AVENUE,NOT AVAILABLE,SANTA FE,NM,87501,SANTA FE,35049,LOCATED ON THE WEST SIDE OF DON GASPAR AVENUE 0.03 MILES SOUTH OF WEST DE VARGAS STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,NEW MEXICO PUBLIC EDUCATION DEPARTMENT,(505) 827-5800,10404994,1,-105.9409706,35.6844217,2752
-7755895.7603,5537963.3777,226,MAINE CRIMINAL JUSTICE ACADEMY,NOT AVAILABLE,15 OAK GROVE ROAD,NOT AVAILABLE,VASSALBORO,ME,04989,KENNEBEC,23011,0.14 MILES EAST OF US-201 ON THE SOUTH SIDE OF OAK GROVE ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,EMERGENCY SERVICES COMMUNICATIONS BUREAU (ENHANCED 9-1-1),(207) 877-8010,10404930,1,-69.6723975,44.4667769,3200
-12818951.3346,4322666.6156,227,STATE OF NEVADA PURCHASING DIVISION BUILDING,NOT AVAILABLE,1054 SOUTH COMMERCE STREET,NOT AVAILABLE,LAS VEGAS,NV,89106,CLARK,32003,"LOCATED ON THE NW SIDE OF SOUTH COMMERCE STREET, APPROXIMATELY 0.17 MILES SW OF THE NORTHERNMOST INTERSECTION ON SOUTH COMMERCE STREET AND SOUTH MAIN STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,ADMINISTRATION,NOT AVAILABLE,10404570,1,-115.154599,36.1600512,4504
-8153820.4119,5228348.488,228,PITTSFIELD STATE OFFICE BUILDING,NOT AVAILABLE,333 EAST STREET,NOT AVAILABLE,PITTSFIELD,MA,01201,BERKSHIRE,25003,LOCATED ON THE NORTH SIDE OF EAST STREET 0.05 MILES EAST OF 2ND STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"REGISTRY OF MOTOR VEHICLES; DEPARTMENT OF DEVELOPMENTAL SERVICES; DEPARTMENT OF REVENUE",NOT AVAILABLE,10405090,NOT AVAILABLE,-73.247015,42.448151,5312
-10559074.0562,4832369.2123,229,SAINT JOSEPH STATE OFFICE BUILDING,(816) 387-2270,525 JULES STREET,NOT AVAILABLE,SAINT JOSEPH,MO,64501,BUCHANAN,29021,ENTITY IS LOCATED ON THE NORTH SIDE OF JULES STREET BETWEEN NORTH 5TH STREET AND NORTH 6TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,DEPARTMENT OF SOCIAL SERVICES,NOT AVAILABLE,10405369,NOT AVAILABLE,-94.8537764,39.7685761,4125
-9607207.362,3812718.5451,230,CENTER FOR COMMERCE BUILDING,NOT AVAILABLE,401 ADAMS AVENUE,NOT AVAILABLE,MONTGOMERY,AL,36104,MONTGOMERY,01101,LOCATED ON THE NORTH SIDE OF ADAMS AVENUE BETWEEN SOUTH HULL STREET AND SOUTH DECATUR STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"ALABAMA DEVELOPMENT OFFICE; BANKING DEPARTMENT; ECONOMIC AND COMMUNITY AFFAIRS; TOURISM AND TRAVEL, BUREAU OF",(334) 242-4169,10405424,4,-86.3030119,32.3756222,4325
-9606804.1641,3813097.1014,231,FOLSOM ADMINISTRATIVE BUILDING,NOT AVAILABLE,64 NORTH UNION STREET,NOT AVAILABLE,MONTGOMERY,AL,36104,MONTGOMERY,01101,LOCATED ON THE SE CORNER OF NORTH UNION STREET AND MONROE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"CONSERVATION DEPARTMENT; PERSONNEL DEPARTMENT",(334) 242-3389,10405429,2,-86.2993904,32.3784941,N/A
-9603886.4754,3815878.6614,232,RICHARD BEARD BUILDING,NOT AVAILABLE,1445 FEDERAL DRIVE,NOT AVAILABLE,MONTGOMERY,AL,36107,MONTGOMERY,01101,"LOCATED ON THE NW SIDE OF FEDERAL DRIVE, 0.60 MILES SW OF COLISEUM BOULEVARD",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"FOOD AND DRUG LABORATORY; ALABAMA DEPARTMENT OF AGRICULTURE AND INDUSTRIES",(334) 240-7171,10405416,2,-86.2731799,32.3995946,1123
-9607084.794,3812884.4879,233,STATE OF ALABAMA CAPITOL COMPLEX,NOT AVAILABLE,500 DEXTER AVENUE,NOT AVAILABLE,MONTGOMERY,AL,36104,MONTGOMERY,01101,LOCATED ON THE SOUTH SIDE OF DEXTER AVENUE BETWEEN SOUTH BAINBRIDGE STREET AND SOUTH DECATUR STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"PUBLIC SAFETY, DEPARTMENT OF",(334) 242-4371,10405426,1,-86.3019107,32.3768814,3718
-9413252.8439,5270912.6309,234,CAPITOL COMMONS BUILDING,NOT AVAILABLE,400 SOUTH PINE STREET,NOT AVAILABLE,LANSING,MI,48933,INGHAM,26065,LOCATED ON THE SW CORNER OF WEST KALAMAZOO STREET AND SOUTH PINE STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF CIVIL SERVICES,(517) 373-3030,10407586,1,-84.5606892,42.7296547,2250
-8622355.0205,4532582.5528,235,VIRGINIA CENTER TECHNOLOGY PARK ONE,NOT AVAILABLE,1005 TECHNOLOGY PARK DRIVE,NOT AVAILABLE,GLEN ALLEN,VA,23059,HENRICO,51087,LOCATED ON THE SOUTH SIDE OF TECHNOLOGY PARK DRIVE 0.29 MILES EAST OF BROOK ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF FIRE PROGRAMS,(804) 371-0220,10406719,1,-77.455933,37.667656,4500
-9413793.968,5271522.6182,236,MICHIGAN HALL OF JUSTICE,NOT AVAILABLE,925 WEST OTTAWA STREET,NOT AVAILABLE,LANSING,MI,48915,INGHAM,26065,LOCATED ON THE SOUTH SIDE OF WEST OTTAWA STREET 0.06 MILES EAST OF NORTH MARTIN LUTHER KING JUNIOR BOULEVARD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"MICHIGAN SUPREME COURT, MICHIGAN COURT OF APPEALS",(517) 373-0786,10405256,1,-84.5655501,42.7336792,1741
-11170966.0167,5522573.3636,237,SAINT CHARLES BUILDING,NOT AVAILABLE,207 EAST CAPITOL AVENUE,NOT AVAILABLE,PIERRE,SD,57501,HUGHES,46065,"LOCATED ON THE SW SIDE OF EAST CAPITOL AVENUE, BETWEEN SOUTH EUCLID AVENUE AND SOUTH HIGHLAND AVENUE",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"SOUTH DAKOTA LOTTERY DEPARTMENT;  DIETZ INSURANCE SERVICES; SOUTH DAKOTA ASSOCIATION OF COUNTY OFFICIALS",(605) 773-5770,10405398,3,-100.3504953,44.368029,3160
-9450952.7446,4605931.3781,238,BOONE NATIONAL GUARD CENTER,NOT AVAILABLE,100 MINUTEMAN PARKWAY,NOT AVAILABLE,FRANKFORT,KY,40601,FRANKLIN,21073,"LOCATED ON THE NORTH SIDE OF MINUTEMAN PARKWAY, 0.35 MILES SW OF US 127",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"MILITARY AFFAIRS, DEPARTMENT OF",NOT AVAILABLE,10404483,1,-84.899353,38.187388,6120
-9450705.838,4604580.8913,239,WEST FRANKFORT OFFICE COMPLEX,NOT AVAILABLE,1050 UNITED STATES HIGHWAY 127 SOUTH,NOT AVAILABLE,FRANKFORT,KY,40601,FRANKLIN,21073,"LOCATED ON THE EAST SIDE OF US 127 SOUTH, 0.22 MILES SW OF US 60",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"TREASURY, KENTUCKY STATE",(502) 564-4722,10404487,1,-84.897135,38.177852,N/A
-13695343.648,5612511.817,240,BARBARA ROBERTS HUMAN SERVICES BUILDING,NOT AVAILABLE,500 SUMMER STREET NE,NOT AVAILABLE,SALEM,OR,97301,MARION,41047,SE SIDE OF SUMMER STREET NE BETWEEN UNION STREET NE AND MARION STREET NE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"OREGON DEPARTMENT OF HUMAN SERVICES; ADMINISTRATIVE SERVICES OFFICE OF FINANCIAL SERVICES; DEPARTMENT OF HEALTH SERVICES",(503) 945-5772,10405180,3,-123.027365,44.9427417,1064
-8754221.8732,4270603.4423,241,OLD EDUCATION BUILDING,NOT AVAILABLE,114 WEST EDENTON STREET,NOT AVAILABLE,RALEIGH,NC,27603,WAKE,37183,"LOCATED ON THE NORTH SIDE OF WEST EDENTON STREET, BETWEEN NORTH MCDOWELL STREET AND NORTH SALISBURY STREET",921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"NORTH CAROLINA ATTORNEY GENERALS OFFICE; NORTH CAROLINA DEPARTMENT OF JUSTICE",(919) 716-6400,10405166,2,-78.6405127,35.7815428,1712
-13524002.4537,4661663.7884,242,DEPARTMENT OF JUSTICE BUILDING,NOT AVAILABLE,1300 I STREET,NOT AVAILABLE,SACRAMENTO,CA,95814,SACRAMENTO,06067,LOCATED ON THE SW SIDE OF I STREET BETWEEN 13TH STREET AND 14TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"DEPARTMENT OF JUSTICE HEADQUARTERS;  CALIFORNIA ARTS COUNCIL",(916) 322-6555,10405501,2,-121.4881814,38.5798335,2919
-13527417.5057,4672439.5061,243,DEL PASO CORPORATE CENTER,NOT AVAILABLE,2420 DEL PASO ROAD,NOT AVAILABLE,SACRAMENTO,CA,95834,SACRAMENTO,06067,LOCATED ON THE SOUTH SIDE OF DEL PASO ROAD12 MILES EAST OF TOWNCENTER DRIVE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"BOARD OF ARCHITECTURAL EXAMINERS; CALIFORNIA DEPARTMENT OF CONSUMER AFFAIRS",(916) 574-7220,10407325,2,-121.518859,38.655466,9607
-13508999.6959,4659302.007,244,DEPARTMENT OF TECHNOLOGY,NOT AVAILABLE,9323 TECH CENTER DRIVE,NOT AVAILABLE,SACRAMENTO,CA,95826,SACRAMENTO,06067,LOCATED ON THE NW SIDE OF TECH CENTER DRIVE14 MILES SW OF MAYHEW ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,CALIFORNIA DEPARTMENT OF TECHNOLOGY SERVICES,(916) 739-7502,10406790,1,-121.353409,38.563246,2576
-13525301.4539,4660879.2068,245,SOUTH TOWER,NOT AVAILABLE,744 P STREET,NOT AVAILABLE,SACRAMENTO,CA,95814,SACRAMENTO,06067,LOCATED ON THE SW SIDE OF P STREET BETWEEN 7TH STREET AND 8TH STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF SOCIAL SERVICES,(916) 651-8848,10406782,1,-121.4998505,38.5743233,6413
-10385174.9834,4468316.3901,246,SOCIAL SERVICES BUILDING,NOT AVAILABLE,101 PARK CENTRAL SQUARE,NOT AVAILABLE,SPRINGFIELD,MO,65806,GREENE,29077,ENTITY IS LOCATED ON THE NE CORNER OF PARK CENTRAL EAST AND PARK CENTRAL SQUARE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF SOCIAL SERVICES,NOT AVAILABLE,10405350,NOT AVAILABLE,-93.2916145,37.2092688,1313
-10776638.8826,5924727.1522,247,UNIVERSITY OF NORTH DAKOTA - JOHANSEN HALL,NOT AVAILABLE,1313 18TH STREET NORTH,NOT AVAILABLE,FARGO,ND,58102,CASS,38017,EAST SIDE OF 18TH STREET NORTH BETWEEN CENTENNIAL BOULEVARD AND 12TH AVENUE NORTH,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,"SEED DEPARTMENT, STATE",(701) 231-5400,10404529,1,-96.8081943,46.893618,N/A
-9030312.1398,4033334.9379,248,SANTEE BUILDING,NOT AVAILABLE,100 EXECUTIVE CENTER DRIVE,NOT AVAILABLE,COLUMBIA,SC,29210,LEXINGTON,45063,LOCATED ON THE NW SIDE OF BERRYHILL ROAD 0.18 MILES NE OF BUSH RIVER ROAD,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF JUVENILE JUSTICE,NOT AVAILABLE,10404961,1,-81.1206741,34.0337511,8407
-13332181.1526,4745039.2819,249,SUPREME COURT BUILDING,(775) 684-1600,201 SOUTH CARSON STREET,NOT AVAILABLE,CARSON CITY,NV,89701,CARSON CITY (CITY),32510,ON THE EAST SIDE OF THE INTERSECTION OF WEST 2ND STREET AND SOUTH CARSON STREET,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,YES,"SUPREME COURT; PUBLIC SAFETY; OFFICE OF THE CLERK; ADMINISTRATIVE OFFICE OF THE COURTS",(775) 684-5708,10404557,4,-119.765021,39.162947,4702
-9080338.9992,4623685.4986,250,NOT AVAILABLE,NOT AVAILABLE,601 57TH STREET SE,NOT AVAILABLE,CHARLESTON,WV,25304,KANAWHA,54039,LOCATED ON THE NW SIDE OF 57TH STREET 0.13 MILES SW OF MACCORKLE AVENUE SE,921190,"PUBLIC PROPERTY MANAGEMENT SERVICES, GOVERNMENT",ONENTITY,N/A,DEPARTMENT OF AIR QUALITY,NOT AVAILABLE,10405514,1,-81.5700736,38.3126367,2345
